PARK,BOROUGH,QUARTER,SIZE (ACRES),CATEGORY,MURDER,RAPE,ROBBERY,FELONY ASSAULT,BURGLARY,GRAND LARCENY,GRAND LARCENY OF MOTOR VEHICLE,TOTAL
LINNAEUS PARK,QUEENS       ,4,2.07,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CASTLEWOOD PLAYGROUND,QUEENS       ,4,2.06,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SKYLINE PLAYGROUND,STATEN ISLAND,4,2.06,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CLOVE'S TAIL,STATEN ISLAND,4,2.06,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
DANIEL M. O'CONNELL PLAYGROUND,QUEENS       ,4,2.04,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CHALLENGE PLAYGROUND,QUEENS       ,4,2.04,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
TORSNEY PLAYGROUND,QUEENS       ,4,2.03,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
LOCUST MANOR PLAYGROUND,QUEENS       ,4,2.00,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
PLAYGROUND ONE THIRTY FOUR CXXXIV,BRONX        ,4,2.00,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
FULTON PARK,BROOKLYN     ,4,1.99,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ANDREW HASWELL GREEN PARK,MANHATTAN    ,4,1.98,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MOORE HOMESTEAD PLAYGROUND,QUEENS       ,4,1.98,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MCLAUGHLIN PARK,BROOKLYN     ,4,1.98,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
COLONEL DAVID MARCUS PLAYGROUND,BROOKLYN     ,4,1.97,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SUMNER PLAYGROUND,BROOKLYN     ,4,1.97,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ROSEMARY'S PLAYGROUND,QUEENS       ,4,1.97,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SAUL WEPRIN PLAYGROUND,QUEENS       ,4,1.96,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
FREDERICK DOUGLASS PLAYGROUND,MANHATTAN    ,4,1.95,ONE ACRE OR LARGER,0,0,0,1,0,0,0,1
UNNAMED PARK ON HEMPSTEAD AVENUE,QUEENS       ,4,1.94,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BRIDGE PARK 3,BROOKLYN     ,4,1.93,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
THE PAINTER'S PLAYGROUND,QUEENS       ,4,1.93,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ROBERTO CLEMENTE BALLFIELD,BROOKLYN     ,4,1.93,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
TERRACE PLAYGROUND,STATEN ISLAND,4,1.92,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
TRAVERS PARK,QUEENS       ,4,1.92,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
BUFANO PARK,BRONX        ,4,1.90,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
DIMATTINA PLAYGROUND,BROOKLYN     ,4,1.90,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HERMAN DOLGON PLAYGROUND,BROOKLYN     ,4,1.89,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
GORMAN PARK,MANHATTAN    ,4,1.89,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
WILLIS PLAYGROUND,BRONX        ,4,1.88,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
WEST BRONX RECREATION CENTER,BRONX        ,4,1.88,ONE ACRE OR LARGER,0,0,,,,,,0
THOMAS PAINE PARK,MANHATTAN    ,4,1.88,ONE ACRE OR LARGER,0,0,,,,,,0
CARROLL PARK,BROOKLYN     ,4,1.87,ONE ACRE OR LARGER,0,0,,,,,,0
COLGATE CLOSE,BRONX        ,4,1.87,ONE ACRE OR LARGER,0,0,,,,,,0
LONDON PLANETREE PLAYGROUND,QUEENS       ,4,1.84,ONE ACRE OR LARGER,0,0,1,,,,,1
SUTTER BALLFIELDS,BROOKLYN     ,4,1.84,ONE ACRE OR LARGER,0,0,,,,,,0
TAAFFE PLAYGROUND,BROOKLYN     ,4,1.82,ONE ACRE OR LARGER,0,0,,,,,,0
GIVAN SQUARE,BRONX        ,4,1.82,ONE ACRE OR LARGER,0,0,,,,,,0
THOMAS BOYLAND PARK,BROOKLYN     ,4,1.82,ONE ACRE OR LARGER,0,0,,,,,,0
HAROLD ICKES PLAYGROUND,BROOKLYN     ,4,1.82,ONE ACRE OR LARGER,0,0,,,,,,0
REV J POLITE PLAYGROUND,BRONX        ,4,1.82,ONE ACRE OR LARGER,0,0,,,,,,0
MAPES BALLFIELD,BRONX        ,4,1.81,ONE ACRE OR LARGER,0,0,,,,,,0
MIDLAND MALLS,QUEENS       ,4,1.80,ONE ACRE OR LARGER,0,0,,,,,,0
CEDAR PLAYGROUND,BRONX        ,4,1.80,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BENNETT PARK,MANHATTAN    ,4,1.80,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CONCH PLAYGROUND,QUEENS       ,4,1.80,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
RAYMOND BUSH PLAYGROUND,BROOKLYN     ,4,1.80,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
PLAYGROUND 52 LII,BRONX        ,4,1.79,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
DR. GREEN PLAYGROUND,BROOKLYN     ,4,1.79,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BRUST PARK,BRONX        ,4,1.79,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
LAURELTON PLAYGROUND,QUEENS       ,4,1.79,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SIMEONE PARK,QUEENS       ,4,1.78,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MANOR PARK,STATEN ISLAND,4,1.78,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
TAPPEN PARK,STATEN ISLAND,4,1.78,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
LUNA PARK,BROOKLYN     ,4,1.76,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
ALFRED E. SMITH PLAYGROUND,MANHATTAN    ,4,1.75,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ELECTRIC PLAYGROUND,QUEENS       ,4,1.75,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
YELLOWSTONE PARK,QUEENS       ,4,1.75,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CORONA GOLF PLAYGROUND,QUEENS       ,4,1.72,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
WILSON PLAYGROUND,BROOKLYN     ,4,1.72,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
NORTHERN PLAYGROUND,QUEENS       ,4,1.72,ONE ACRE OR LARGER,0,0,1,0,0,1,0,2
BARTEL-PRITCHARD SQUARE,BROOKLYN     ,4,1.71,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
DOUGHBOY PLAZA,QUEENS       ,4,1.71,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
CASTLE HILL LITTLE LEAGUE FIELD,BRONX        ,4,1.71,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
GRAND FERRY PARK,BROOKLYN     ,4,1.70,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HAPPY WARRIOR PLAYGROUND,MANHATTAN    ,4,1.70,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ALLEN MALL ONE,MANHATTAN    ,4,1.70,ONE ACRE OR LARGER,0,0,0,0,0,2,0,2
PLAYGROUND ONE TWENTY FIVE CXXV,MANHATTAN    ,4,1.69,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
STAR SPANGLED PLAYGROUND,BROOKLYN     ,4,1.69,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
PATTERSON PLAYGROUND,BRONX        ,4,1.68,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MOUNT EDEN MALLS,BRONX        ,4,1.68,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MIDLAND PLAYGROUND,STATEN ISLAND,4,1.68,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ADAM CLAYTON POWELL JR. MALLS,MANHATTAN    ,4,1.68,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BANNEKER PLAYGROUND,BROOKLYN     ,4,1.67,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
JAMES J WALKER PARK,MANHATTAN    ,4,1.67,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
WHITESTONE PLAYGROUND,QUEENS       ,4,1.66,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
EQUITY PARK,QUEENS       ,4,1.66,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
THURSBY BASIN PARK,QUEENS       ,4,1.66,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BELL MALLS,QUEENS       ,4,1.65,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
LEIF ERICSON FIELDS,BROOKLYN     ,4,1.65,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
NEHEMIAH PARK,BROOKLYN     ,4,1.65,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MARBLE HILL PLAYGROUND,BRONX        ,4,1.65,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
WAGNER HOUSES POOL,MANHATTAN    ,4,1.64,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HARLEM LANE PLAYGROUND,MANHATTAN    ,4,1.64,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CROWLEY PLAYGROUND,QUEENS       ,4,1.63,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BURNS PLAYGROUND,BRONX        ,4,1.62,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
100% PLAYGROUND,BROOKLYN     ,4,1.62,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
JACKIE ROBINSON PARK BROOKLYN,BROOKLYN     ,4,1.61,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
IDA COURT,STATEN ISLAND,4,1.60,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
JENNIFER'S PLAYGROUND,STATEN ISLAND,4,1.60,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
REAL GOOD PARK,QUEENS       ,4,1.60,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ALLERTON PLAYGROUND,BRONX        ,4,1.60,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
OCEAN HILL PLAYGROUND,BROOKLYN     ,4,1.60,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BELLEVUE SOUTH PARK,MANHATTAN    ,4,1.59,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MAZZEI PLAYGROUND,BRONX        ,4,1.59,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
DAG HAMMARSKJOLD PLAZA,MANHATTAN    ,4,1.59,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
KOLBERT PLAYGROUND,BROOKLYN     ,4,1.58,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
POOR RICHARD'S PLAYGROUND,MANHATTAN    ,4,1.58,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
OLMSTED-BEIL HOUSE PARK,STATEN ISLAND,4,1.58,ONE ACRE OR LARGER,0,0,,,,,,0
TAYLOR PLAYGROUND,BRONX        ,4,1.58,ONE ACRE OR LARGER,0,0,,,,,,0
JOAN OF ARC PARK,MANHATTAN    ,4,1.58,ONE ACRE OR LARGER,0,0,,,,,,0
HARMONY PARK,BROOKLYN     ,4,1.56,ONE ACRE OR LARGER,0,0,,,,,,0
BRIARWOOD PLAYGROUND,QUEENS       ,4,1.56,ONE ACRE OR LARGER,0,0,,,,,,0
CLINTONVILLE PLAYGROUND,QUEENS       ,4,1.55,ONE ACRE OR LARGER,0,0,,,,,,0
FLATBUSH MALLS,BROOKLYN     ,4,1.55,ONE ACRE OR LARGER,0,0,,,,,,0
WASHINGTON PARK BROOKLYN,BROOKLYN     ,4,1.55,ONE ACRE OR LARGER,0,0,,,,,,0
JOHN HANCOCK PLAYGROUND,BROOKLYN     ,4,1.55,ONE ACRE OR LARGER,0,0,,,,,,0
FRANK D. O'CONNOR PLAYGROUND,QUEENS       ,4,1.54,ONE ACRE OR LARGER,0,0,,,,,,0
OLD TOWN PLAYGROUND,STATEN ISLAND,4,1.53,ONE ACRE OR LARGER,0,0,,,,,,0
HUGUENOT PONDS PARK,STATEN ISLAND,4,1.53,ONE ACRE OR LARGER,0,0,,,,,,0
REIFF PLAYGROUND,QUEENS       ,4,1.53,ONE ACRE OR LARGER,0,0,,,,,,0
RUSSELL SAGE PLAYGROUND,QUEENS       ,4,1.53,ONE ACRE OR LARGER,0,0,,,,,,0
ROGER MORRIS PARK,MANHATTAN    ,4,1.52,ONE ACRE OR LARGER,0,0,,,,,,0
BROAD CHANNEL PARK,QUEENS       ,4,1.52,ONE ACRE OR LARGER,0,0,,,,,,0
SPUYTEN DUYVIL PLAYGROUND,BRONX        ,4,1.51,ONE ACRE OR LARGER,0,0,,,,,,0
JOHN ALLEN PAYNE PARK,BROOKLYN     ,4,1.51,ONE ACRE OR LARGER,0,0,,,,,,0
BULOVA PARK,QUEENS       ,4,1.50,ONE ACRE OR LARGER,0,0,,,,,,0
DECATUR PLAYGROUND,BROOKLYN     ,4,1.50,ONE ACRE OR LARGER,0,0,,,,,,0
GOLCONDA PLAYGROUND,BROOKLYN     ,4,1.50,ONE ACRE OR LARGER,0,0,,,,,,0
DRY DOCK PLAYGROUND,MANHATTAN    ,4,1.50,ONE ACRE OR LARGER,0,0,,,,,,0
MAPLE GROVE PARK,QUEENS       ,4,1.50,ONE ACRE OR LARGER,0,0,,,,,,0
UNNAMED PARK ON RIVERSIDE DRIVE,MANHATTAN    ,4,1.49,ONE ACRE OR LARGER,0,0,,,,,,0
MARX BROTHERS PLAYGROUND,MANHATTAN    ,4,1.49,ONE ACRE OR LARGER,0,0,,,,,,0
BREVOORT PLAYGROUND,BROOKLYN     ,4,1.49,ONE ACRE OR LARGER,0,0,,,,,,0
PLAYGROUND SIXTY TWO LXII,QUEENS       ,4,1.48,ONE ACRE OR LARGER,0,0,,,,,,0
TALL OAK PLAYGROUND,QUEENS       ,4,1.48,ONE ACRE OR LARGER,0,0,,,,,,0
FRONTERA PARK,QUEENS       ,4,1.47,ONE ACRE OR LARGER,0,0,,,,,,0
COLDEN PLAYGROUND,QUEENS       ,4,1.47,ONE ACRE OR LARGER,0,0,,,,,,0
LUTHER GULICK PLAYGROUND,MANHATTAN    ,4,1.45,ONE ACRE OR LARGER,0,0,,1,,,,1
PULASKI PARK,BRONX        ,4,1.45,ONE ACRE OR LARGER,0,0,,,,,,0
BOOKER T. WASHINGTON PLAYGROUND,MANHATTAN    ,4,1.44,ONE ACRE OR LARGER,0,0,,,,,,0
DUNBAR PLAYGROUND,BRONX        ,4,1.44,ONE ACRE OR LARGER,0,0,,,,1,,1
PLAYGROUND TWENTY ONE,QUEENS       ,4,1.44,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
PROSPECT PLAYGROUND,BRONX        ,4,1.44,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
WOODS PLAYGROUND,BROOKLYN     ,4,1.44,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
GLENWOOD PLAYGROUND,BROOKLYN     ,4,1.43,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SHELTERING ARMS PLAYGROUND,MANHATTAN    ,4,1.43,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ALMEDA PLAYGROUND,QUEENS       ,4,1.43,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
GAETA PARK,STATEN ISLAND,4,1.43,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MALL FORTY TWO XLII,QUEENS       ,4,1.43,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
NORELLI-HARGREAVES PLAYGROUND,QUEENS       ,4,1.43,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BILDERSEE PLAYGROUND,BROOKLYN     ,4,1.42,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
PULASKI PLAYGROUND,BROOKLYN     ,4,1.42,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MACDONALD PARK,QUEENS       ,4,1.42,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
OWEN F. DOLEN PARK,BRONX        ,4,1.40,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
VAN DYKE PLAYGROUND,BROOKLYN     ,4,1.40,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
WILLIAMSBRIDGE SQUARE,BRONX        ,4,1.40,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
PEOPLE'S PARK,BRONX        ,4,1.39,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
DOME PLAYGROUND,BROOKLYN     ,4,1.39,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
RUSSELL PEDERSEN PLAYGROUND,BROOKLYN     ,4,1.38,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ST. CATHERINE'S PARK,MANHATTAN    ,4,1.38,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
HOWARD VON DOHLEN PLAYGROUND,QUEENS       ,4,1.38,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
NAUTILUS PLAYGROUND BROOKLYN,BROOKLYN     ,4,1.38,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HAVEN AVENUE,MANHATTAN    ,4,1.38,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ARCILLA PLAYGROUND,BRONX        ,4,1.38,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
FOUNTAIN OF YOUTH PLAYGROUND,BRONX        ,4,1.38,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
LIEUTENANT JOHN H. MARTINSON PLAYGROUND,STATEN ISLAND,4,1.38,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MARTINEZ PLAYGROUND,BROOKLYN     ,4,1.37,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HILLSIDE PARK BROOKLYN,BROOKLYN     ,4,1.37,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
PLAYGROUND ONE FORTY,QUEENS       ,4,1.37,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
LT. LIA PLAYGROUND,STATEN ISLAND,4,1.37,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CRACK IS WACK PLAYGROUND,MANHATTAN    ,4,1.37,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CASTLE HILL PLAYGROUND,BRONX        ,4,1.37,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ADAM YAUCH PARK,BROOKLYN     ,4,1.36,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HOPE BALLFIELD,BROOKLYN     ,4,1.36,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
DR. RONALD MCNAIR PARK,BROOKLYN     ,4,1.36,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ADMIRAL FARRAGUT PLAYGROUND,BRONX        ,4,1.36,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MCDONALD PLAYGROUND STATEN ISLAND,STATEN ISLAND,4,1.35,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
UNNAMED PARK ON VANDALIA AVENUE,BROOKLYN     ,4,1.35,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
FRESH MEADOWS PLAYGROUND,QUEENS       ,4,1.35,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
PLAYGROUND EIGHTY LXXX,QUEENS       ,4,1.35,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
PRINTER'S PARK,BRONX        ,4,1.34,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
RENAISSANCE PLAYGROUND,MANHATTAN    ,4,1.34,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CLASSON PLAYGROUND AT CLASSON AVENUE & LAFAYETTE AVENUE,BROOKLYN     ,4,1.34,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
REMSEN PLAYGROUND,BROOKLYN     ,4,1.33,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MARC AND JASON'S PLAYGROUND,BROOKLYN     ,4,1.33,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
VETERANS PARK STATEN ISLAND,STATEN ISLAND,4,1.32,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
LYONS SQUARE PLAYGROUND,BRONX        ,4,1.32,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
AGNES HAYWOOD PLAYGROUND,BRONX        ,4,1.32,ONE ACRE OR LARGER,0,0,1,,,,,1
MARION HOPKINSON PLAYGROUND,BROOKLYN     ,4,1.32,ONE ACRE OR LARGER,0,0,0,,,,,0
AMPERE PLAYGROUND,QUEENS       ,4,1.32,ONE ACRE OR LARGER,0,0,0,,,,,0
POTOMAC PLAYGROUND,BROOKLYN     ,4,1.32,ONE ACRE OR LARGER,0,0,0,,,,,0
DETECTIVE JOSEPH MAYROSE PARK,BROOKLYN     ,4,1.31,ONE ACRE OR LARGER,0,0,0,,,,,0
PAUL RAIMONDA PLAYGROUND,QUEENS       ,4,1.31,ONE ACRE OR LARGER,0,0,0,,,,,0
PRALL PLAYGROUND,STATEN ISLAND,4,1.31,ONE ACRE OR LARGER,0,0,1,,,,,1
HORACE HARDING PLAYGROUND,QUEENS       ,4,1.30,ONE ACRE OR LARGER,0,0,0,,,,,0
DEAN PLAYGROUND,BROOKLYN     ,4,1.30,ONE ACRE OR LARGER,0,0,1,,,,,1
SEVEN GABLES PLAYGROUND,QUEENS       ,4,1.30,ONE ACRE OR LARGER,0,0,0,,,,,0
TRIBOROUGH BRIDGE PLAYGROUND B,QUEENS       ,4,1.30,ONE ACRE OR LARGER,0,0,0,,,,,0
LITTLE FLOWER PLAYGROUND,MANHATTAN    ,4,1.29,ONE ACRE OR LARGER,0,0,0,,,,,0
DONGAN PLAYGROUND,STATEN ISLAND,4,1.29,ONE ACRE OR LARGER,0,0,0,,,,,0
BUSHWICK PLAYGROUND ON FLUSHING AVENUE,BROOKLYN     ,4,1.29,ONE ACRE OR LARGER,0,0,0,,,,,0
SAMUEL H. YOUNG PARK,BRONX        ,4,1.29,ONE ACRE OR LARGER,0,0,0,,,,,0
EAST RIVER PLAYGROUND,MANHATTAN    ,4,1.29,ONE ACRE OR LARGER,0,0,0,,,,,0
SPACE TIME PLAYGROUND,BRONX        ,4,1.28,ONE ACRE OR LARGER,0,0,0,,,,,0
BOWNE PLAYGROUND,QUEENS       ,4,1.28,ONE ACRE OR LARGER,0,0,0,,,,,0
RUDD PLAYGROUND,BROOKLYN     ,4,1.28,ONE ACRE OR LARGER,0,0,0,,,,,0
WILLOW LAKE PLAYGROUND,QUEENS       ,4,1.28,ONE ACRE OR LARGER,0,0,0,,,,,0
MURPHY'S BROTHER'S PLAYGROUND,MANHATTAN    ,4,1.28,ONE ACRE OR LARGER,0,0,0,,,,,0
COONEY GRAUER FIELD,BRONX        ,4,1.27,ONE ACRE OR LARGER,0,0,0,,,,,0
WAGNER PLAYGROUND,MANHATTAN    ,4,1.27,ONE ACRE OR LARGER,0,0,0,,,,,0
EMERALD PLAYGROUND,QUEENS       ,4,1.27,ONE ACRE OR LARGER,0,0,0,,,,,0
PELHAM BAY LITTLE LEAGUE,BRONX        ,4,1.26,ONE ACRE OR LARGER,0,0,0,,,,,0
CHARLIE'S PLACE,BROOKLYN     ,4,1.26,ONE ACRE OR LARGER,0,0,0,,,,,0
GREENE PLAYGROUND,BROOKLYN     ,4,1.26,ONE ACRE OR LARGER,0,0,0,,,,,0
TANAHEY PLAYGROUND,MANHATTAN    ,4,1.25,ONE ACRE OR LARGER,0,0,0,,,,,0
ALBERT J. PARHAM PLAYGROUND,BROOKLYN     ,4,1.25,ONE ACRE OR LARGER,0,0,0,,,,,0
PARKSIDE PLAYGROUND BROOKLYN,BROOKLYN     ,4,1.25,ONE ACRE OR LARGER,0,0,0,,,,,0
PLAYGROUND NINETY,QUEENS       ,4,1.25,ONE ACRE OR LARGER,0,0,0,,,,,0
CARLTON PARK AT CARLTON BOULEVARD & CROWN AVENUE,STATEN ISLAND,4,1.25,ONE ACRE OR LARGER,0,0,0,,,,,0
NEPTUNE PLAYGROUND,BROOKLYN     ,4,1.24,ONE ACRE OR LARGER,0,0,0,,,,,0
HECKSCHER PLAYGROUND,BROOKLYN     ,4,1.24,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
ANNUNCIATION PARK,MANHATTAN    ,4,1.24,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
QUEENSBORO OVAL,MANHATTAN    ,4,1.24,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
GRASSMERE PLAYGROUND,QUEENS       ,4,1.24,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
GONZALO PLASENCIA PLAYGROUND,BROOKLYN     ,4,1.24,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
RIENZI PLAYGROUND,BRONX        ,4,1.23,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
PATRICK O'ROURKE PARK,BROOKLYN     ,4,1.23,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ROEBLING PLAYGROUND,BROOKLYN     ,4,1.23,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
FRESH MEADOWS PARK,QUEENS       ,4,1.23,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HOWARD BENNETT PLAYGROUND,MANHATTAN    ,4,1.23,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
STANLEY ISAACS PLAYGROUND,MANHATTAN    ,4,1.23,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CHAPPETTO SQUARE,QUEENS       ,4,1.23,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BRIGHTON PLAYGROUND,BROOKLYN     ,4,1.23,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
NELSON PLAYGROUND,BRONX        ,4,1.22,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SHEEPSHEAD BAY PIERS,BROOKLYN     ,4,1.22,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ELEANOR ROOSEVELT PLAYGROUND,BROOKLYN     ,4,1.21,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BAYVIEW PLAYGROUND,BROOKLYN     ,4,1.21,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BAYSIDE PLAYGROUND,QUEENS       ,4,1.21,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
FRANCIS LEWIS PLAYGROUND,QUEENS       ,4,1.21,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MURRAY HILL PLAYGROUND,QUEENS       ,4,1.21,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MAGENTA PLAYGROUND,BRONX        ,4,1.21,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
TIFFANY PLAYGROUND,BRONX        ,4,1.21,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MAURICE A FITZGERALD PLAYGROUND,QUEENS       ,4,1.20,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
