,PARK,BOROUGH,QUARTER,CATEGORY,MURDER,RAPE,ROBBERY,FELONY ASSAULT,BURGLARY,GRAND LARCENY,GRAND LARCENY OF MOTOR VEHICLE,TOTAL,CRIME OCCURED,VICIOUS CRIMES
3406,DESALVIO PLAYGROUND,MANHATTAN,3,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3407,DAN ROSS PLAYGROUND,BROOKLYN,3,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3408,DREAM STREET PARK,MANHATTAN,3,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3409,SIDNEY HILLMAN PLAYGROUND,MANHATTAN,3,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3410,SUNSHINE PLAYGROUND,MANHATTAN,3,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3411,RODNEY PARK CENTER,BROOKLYN,3,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3412,ST. GREGORY'S PLAYGROUND,MANHATTAN,3,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3413,SORRENTINO RECREATION CENTER,QUEENS,3,RECREATION CENTER LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3414,UMMA PARK,BROOKLYN,3,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3415,WILLIAM F MOORE PARK,QUEENS,3,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3416,OGDEN PLIMPTON PLAYGROUND,BRONX,3,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3417,MARY O'CONNOR PLAYGROUND,MANHATTAN,3,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3418,GENE GRAY PLAYGROUND,QUEENS,3,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3419,DOWNING STREET PLAYGROUND,MANHATTAN,3,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3420,PLAYGROUND THIRTY FIVE XXXV,QUEENS,3,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3421,ROLF HENRY PLAYGROUND,BROOKLYN,3,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3422,P.S. 125 PLAYGROUND,BROOKLYN,3,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3423,TONY DAPOLITO RECREATION CENTER,MANHATTAN,3,POOL & RECREATION CENTER LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3424,DAVIDSON PLAYGROUND,BRONX,3,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3425,ASTORIA HEALTH PLAYGROUND,QUEENS,3,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3426,CHIARANTANO PLAYGROUND,BROOKLYN,3,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3427,MINETTA PLAYGROUND,MANHATTAN,3,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3428,CORONA MAC PARK,QUEENS,3,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3429,THORPE FAMILY PLAYGROUND,BRONX,3,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3430,SUNNERS PLAYGROUND,BROOKLYN,3,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3431,TUDOR GROVE PLAYGROUND,MANHATTAN,3,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3432,RODNEY PLAYGROUND CENTER,BROOKLYN,3,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3433,SEABURY PARK,BRONX,3,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3434,EAE J MITCHELL PARK,BRONX,3,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3435,PENN TRIANGLE,BROOKLYN,3,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3436,METROPOLITAN RECREATION CENTER,BROOKLYN,3,POOL & RECREATION CENTER LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3437,RAMON APONTE PARK,MANHATTAN,3,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3438,FIELD OF DREAMS PARK,BRONX,3,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3439,BILL BOJANGLES ROBINSON PLAYGROUND,MANHATTAN,3,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3440,RECREATION CENTER 54,MANHATTAN,3,POOL & RECREATION CENTER LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3441,PEARL ST PLAYGROUND,MANHATTAN,3,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3442,LEWIS PLAYGROUND,BROOKLYN,3,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3443,NORTH PACIFIC PLAYGROUND,BROOKLYN,3,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3444,MORRIS MESA,BRONX,3,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3445,PEACE PARK,BRONX,3,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3446,DUKE PARK,BROOKLYN,3,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3447,SOBEL PLAYGROUND,BROOKLYN,3,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3448,CAPTAIN JACOB JOSEPH PLAYGROUND,MANHATTAN,3,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3449,GRAND CANAL COURT,MANHATTAN,3,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3450,LT. FEDERICO NARVAEZ TOT LOT,BROOKLYN,3,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3451,WEST 186TH STREET BASKETBALL COURT,MANHATTAN,3,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3452,SOPHIE IRENE LOEB,MANHATTAN,3,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3453,BARRETTO PARK,BRONX,3,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3454,ABYSSINIAN TOT LOT,MANHATTAN,3,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3455,ALEXANDER'S ALLEY,BRONX,3,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3456,EAST FLATBUSH CHILDREN'S PARK,BROOKLYN,3,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3457,CORONA HEALTH SANCTUARY,QUEENS,3,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3458,MOHEGAN TRIANGLE,BRONX,3,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3459,PLAYGROUND OF THE AMERICAS,MANHATTAN,3,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3460,PRIVATE WILLIAM GRAY PARK,QUEENS,3,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3461,ADRIENNE'S PLAYGROUND,MANHATTAN,3,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3462,PELHAM BAY PARK,BRONX,4,ONE ACRE OR LARGER,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0.0
3463,VAN CORTLANDT PARK,BRONX,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0.0
3464,ROCKAWAY BEACH AND BOARDWALK,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3465,FRESHKILLS PARK,STATEN ISLAND,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3466,FLUSHING MEADOWS CORONA PARK,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,1.0,1.0,0.0,9.0,1.0,12,1,0.0
3467,LATOURETTE PARK & GOLF COURSE,STATEN ISLAND,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3468,MARINE PARK,BROOKLYN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3469,BELT PARKWAY/SHORE PARKWAY,BROOKLYN/QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3470,BRONX PARK,BRONX,4,ONE ACRE OR LARGER,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0.0
3471,FRANKLIN D. ROOSEVELT BOARDWALK AND BEACH,STATEN ISLAND,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3472,ALLEY POND PARK,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,1,0.0
3473,PROSPECT PARK,BROOKLYN,4,ONE ACRE OR LARGER,0.0,0.0,2.0,0.0,1.0,6.0,0.0,9,1,0.0
3474,FOREST PARK,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0.0
3475,GRAND CENTRAL PARKWAY,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3476,FERRY POINT PARK,BRONX,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3477,CONEY ISLAND BEACH & BOARDWALK,BROOKLYN,4,ONE ACRE OR LARGER,0.0,0.0,3.0,0.0,1.0,1.0,0.0,5,1,0.0
3478,CUNNINGHAM PARK,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0.0
3479,RICHMOND PARKWAY,STATEN ISLAND,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3480,CROSS ISLAND PARKWAY,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3481,GREAT KILLS PARK,STATEN ISLAND,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3482,WOLFE'S POND PARK,STATEN ISLAND,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3483,CONFERENCE HOUSE PARK,STATEN ISLAND,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3484,RANDALL'S ISLAND PARK,MANHATTAN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,1.0,0.0,3.0,0.0,4,1,0.0
3485,ROCKAWAY COMMUNITY PARK,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3486,KISSENA PARK,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3487,RIVERSIDE PARK,MANHATTAN,4,ONE ACRE OR LARGER,0.0,0.0,1.0,1.0,0.0,4.0,0.0,6,1,0.0
3488,HUTCHINSON RIVER PARKWAY,BRONX,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3489,BLUE HERON PARK,STATEN ISLAND,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3490,DYKER BEACH PARK,BROOKLYN,4,ONE ACRE OR LARGER,0.0,1.0,0.0,0.0,0.0,2.0,0.0,3,1,1.0
3491,WILLOWBROOK PARK,STATEN ISLAND,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3492,STATEN ISLAND INDUSTRIAL PARK,STATEN ISLAND,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3493,SILVER LAKE PARK,STATEN ISLAND,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3494,BRONX RIVER PARKWAY,BRONX,4,ONE ACRE OR LARGER,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0
3495,SOUNDVIEW PARK,BRONX,4,ONE ACRE OR LARGER,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0.0
3496,BELT PARKWAY,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3497,WILLOWBROOK PARKWAY,STATEN ISLAND,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3498,INWOOD HILL PARK,MANHATTAN,4,ONE ACRE OR LARGER,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0.0
3499,CLOVE LAKES PARK,STATEN ISLAND,4,ONE ACRE OR LARGER,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2,1,0.0
3500,FORT WASHINGTON PARK,MANHATTAN,4,ONE ACRE OR LARGER,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0.0
3501,IDLEWILD PARK,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3502,WARDS ISLAND PARK,MANHATTAN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3503,SOUTH SHORE COUNTRY CLUB,STATEN ISLAND,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3504,SAW MILL CREEK MARSH,STATEN ISLAND,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3505,BLOOD ROOT VALLEY,STATEN ISLAND,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3506,JAMAICA BAY PARK,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3507,KISSENA CORRIDOR PARK,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0.0
3508,HIGHLAND PARK,BROOKLYN/QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2,1,0.0
3509,ARDEN WOODS,STATEN ISLAND,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3510,RIVERDALE PARK,BRONX,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3511,OCEAN PARKWAY MALLS,BROOKLYN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3512,BLOOMINGDALE PARK,STATEN ISLAND,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3513,OCEAN BREEZE PARK,STATEN ISLAND,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.0
3514,CANARSIE PARK,BROOKLYN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3515,HIGHBRIDGE PARK MANHATTAN SIDE,MANHATTAN,4,ONE ACRE OR LARGER,1.0,0.0,4.0,1.0,1.0,0.0,0.0,7,1,1.0
3516,CROTONA PARK,BRONX,4,ONE ACRE OR LARGER,0.0,0.0,3.0,1.0,0.0,1.0,0.0,5,1,0.0
3517,PAERDEGAT BASIN PARK,BROOKLYN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3518,HOOK CREEK PARK,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3519,CRESCENT BEACH PARK,STATEN ISLAND,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3520,CLEARVIEW PARK GOLF COURSE,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3521,BAISLEY POND PARK,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3522,PELHAM PARKWAY,BRONX,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3523,PRALLS ISLAND,STATEN ISLAND,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3524,MARINERS MARSH PARK,STATEN ISLAND,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3525,DOUGLASTON PARK GOLF COURSE,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3526,LEMON CREEK PARK,STATEN ISLAND,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3527,SPRING CREEK PARK,BROOKLYN/QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3528,HIGH ROCK PARK,STATEN ISLAND,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3529,LONG POND PARK,STATEN ISLAND,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3530,BROOKVILLE PARK,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3531,ISLE OF MEADOWS,STATEN ISLAND,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3532,CALVERT VAUX PARK,BROOKLYN,4,ONE ACRE OR LARGER,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,1,0.0
3533,PUGSLEY CREEK PARK,BRONX,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3534,SNUG HARBOR CULTURAL CENTER,STATEN ISLAND,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3535,MOSHOLU PARKWAY,BRONX,4,ONE ACRE OR LARGER,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0.0
3536,MCGUIRE FIELDS,BROOKLYN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3537,FRESH CREEK NATURE PRESERVE,BROOKLYN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3538,JACKIE ROBINSON PARKWAY,BROOKLYN/QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3539,FORT TRYON PARK,MANHATTAN,4,ONE ACRE OR LARGER,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0.0
3540,RIVERSIDE PARK SOUTH,MANHATTAN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3541,EASTERN PARKWAY,BROOKLYN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3542,FOUR SPARROW MARSH,BROOKLYN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3543,FORT TOTTEN PARK,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3544,ASTORIA PARK,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3545,LAURELTON PARKWAY,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3546,RED HOOK RECREATION AREA,BROOKLYN,4,ONE ACRE OR LARGER,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2,1,1.0
3547,SHORE PARK AND PARKWAY,BROOKLYN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3548,SPRING CREEK PARK ADDITION,BROOKLYN/QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3549,JUNIPER VALLEY PARK,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2,1,0.0
3550,LITTLE BAY PARK,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3551,POWELL'S COVE PARK,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3552,HENRY HUDSON PARKWAY,BRONX,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3553,HARLEM RIVER PARK,MANHATTAN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3554,DUBOS POINT WILDLIFE SANCTUARY,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3555,ROY WILKINS RECREATION CENTER,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,1,0.0
3556,REED'S BASKET WILLOW SWAMP PARK,STATEN ISLAND,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3557,BROOKLYN BOTANIC GARDEN,BROOKLYN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3558,MEREDITH WOODS,STATEN ISLAND,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3559,QUEENS FARM PARK,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3560,EAST RIVER PARK,MANHATTAN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3,1,0.0
3561,CROCHERON PARK,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3562,MACOMBS DAM PARK,BRONX,4,ONE ACRE OR LARGER,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1,1.0
3563,MANHATTAN BEACH PARK,BROOKLYN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3564,UDALL'S PARK PRESERVE,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0.0
3565,FAIRVIEW PARK,STATEN ISLAND,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3566,BAYSWATER PARK,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3567,DEERE PARK,STATEN ISLAND,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3568,PARADE GROUND,BROOKLYN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3569,CLAREMONT PARK,BRONX,4,ONE ACRE OR LARGER,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3,1,0.0
3570,BROAD CHANNEL WETLANDS,QUEENS,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3571,CONEY ISLAND BOAT BASIN,BROOKLYN,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3572,BUNKER PONDS PARK,STATEN ISLAND,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3573,SETON FALLS PARK,BRONX,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3574,MCCARREN PARK,BROOKLYN,4,ONE ACRE OR LARGER,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3,1,1.0
3575,ST. MARY'S PARK BRONX,BRONX,4,ONE ACRE OR LARGER,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3,1,0.0
3576,SHOOTERS ISLAND,STATEN ISLAND,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3577,NORTH BROTHER ISLAND,BRONX,4,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
